Product Line,Product Category,Date,Net Total Revenue,Net Product Revenue,Net Shipping Revenue,Cost of Goods Sold,Shipping Cost,Paid Order Count
baby board book,books,2019-11-02,$273,$214,$58,$98,$27,12
brass easel calendars,calendars,2019-11-02,$272,$214,$59,$92,$36,8
wooden tabletop frames,frames,2019-11-02,$272,$242,$30,$111,$37,3
wedding guest books,books,2019-11-02,$260,$232,$27,$102,$20,3
metal tabletop frames,frames,2019-11-02,$236,$203,$32,$51,$17,3
wooden photo ledge,photo holders,2019-11-02,$200,$180,$20,$47,$24,5
calendar refills,calendars,2019-11-02,$188,$141,$46,$42,$24,13
deep set frames,frames,2019-11-02,$165,$149,$16,$64,$122,1
save the dates,cards,2019-11-02,$143,$132,$11,$35,$9,2
birth announcements,cards,2019-11-02,$137,$108,$29,$25,$27,5
modern metal frames,frames,2019-11-02,$130,$111,$19,$49,$11,2
design your own cards,cards,2019-11-02,$121,$111,$10,$45,$10,2
brass & wood display box,photo holders,2019-11-02,$116,$95,$20,$38,$23,3
wood block and prints,photo holders,2019-11-02,$91,$70,$21,$24,$19,7
walnut wood calendars,calendars,2019-11-02,$87,$70,$17,$22,$10,5
gallery frames,frames,2019-11-02,$77,$69,$8,$33,$12,2
float frames,frames,2019-11-02,$68,$58,$10,$25,$6,1
wood calendars,calendars,2019-11-02,$63,$50,$13,$17,$7,4
walnut print block,photo holders,2019-11-02,$30,$26,$4,$10,$5,2
baby book refill pack,books,2019-11-02,$28,$23,$5,$6,$8,2
wood cleat,photo holders,2019-11-02,$23,$20,$3,$11,$4,1
cork and brass,photo holders,2019-11-02,$18,$15,$2,$8,$2,1
brass easel prints refill pack,photo holders,2019-11-02,$11,$8,$3,$2,$2,1
wedding sample kit,cards,2019-11-02,$4,$0,$4,$10,$3,0
wedding layflat photo albums,books,2019-11-03,"$9,300","$8,769",$531,"$2,841",$452,39
holiday cards,cards,2019-11-03,"$7,499","$6,735",$764,"$1,687",$614,134
hardcover photo books,books,2019-11-03,"$4,830","$4,316",$514,$995,$469,57
layflat photo albums,books,2019-11-03,"$3,606","$3,366",$240,"$1,130",$183,24
everyday print set,prints,2019-11-03,"$2,211","$1,710",$501,$383,$297,118
modern metal frames,frames,2019-11-03,"$1,593","$1,439",$154,$595,$148,8
large format prints,prints,2019-11-03,"$1,261","$1,081",$180,$307,$184,35
thank you cards,cards,2019-11-03,"$1,118","$1,036",$82,$348,$92,17
softcover photo books,books,2019-11-03,"$1,043",$846,$197,$333,$117,31
everyday photo books,books,2019-11-03,$776,$665,$111,$217,$51,16
baby book,books,2019-11-03,$684,$595,$89,$275,$95,14
design your own cards,cards,2019-11-03,$651,$567,$85,$184,$70,15
wedding guest books,books,2019-11-03,$560,$506,$54,$192,$34,5
gallery frames,frames,2019-11-03,$513,$449,$63,$208,$68,7
baby board book,books,2019-11-03,$393,$300,$93,$155,$39,19
color series photo book,books,2019-11-03,$381,$303,$78,$72,$51,12
brass easel calendars,calendars,2019-11-03,$380,$286,$94,$121,$59,10
signature prints,prints,2019-11-03,$309,$231,$78,$100,$69,14
wedding album design service fee,books,2019-11-03,$265,$265,$0,$256,$0,5
framed canvas,frames,2019-11-03,$253,$218,$35,$109,$49,3
wood calendars,calendars,2019-11-03,$243,$209,$34,$65,$20,7
metal tabletop frames,frames,2019-11-03,$240,$207,$33,$91,$16,1
wedding guest book set,books,2019-11-03,$233,$218,$16,$97,$16,2
calendar refills,calendars,2019-11-03,$216,$175,$41,$61,$40,11
float frames,frames,2019-11-03,$212,$184,$27,$74,$20,3
walnut wood calendars,calendars,2019-11-03,$193,$159,$34,$55,$20,4
brass & wood display box,photo holders,2019-11-03,$156,$138,$18,$63,$19,3
save the dates,cards,2019-11-03,$127,$115,$11,$42,$7,2
birth announcements,cards,2019-11-03,$126,$115,$10,$25,$8,2
walnut print block,photo holders,2019-11-03,$99,$88,$11,$30,$8,3
wood block and prints,photo holders,2019-11-03,$97,$69,$28,$21,$13,7
wooden tabletop frames,frames,2019-11-03,$75,$61,$14,$29,$11,2
brass easel + prints,photo holders,2019-11-03,$69,$48,$21,$18,$14,2
wooden photo ledge,photo holders,2019-11-03,$66,$59,$7,$21,$4,1
deep set frames,frames,2019-11-03,$42,$35,$7,$16,$6,1
holiday envelope seals,cards,2019-11-03,$37,$36,$1,$8,$3,4
escort cards,cards,2019-11-03,$33,$30,$3,$7,$3,1
baby book refill pack,books,2019-11-03,$25,$21,$4,$6,$5,3
table numbers,cards,2019-11-03,$19,$17,$2,$8,$2,1
wedding sample kit,cards,2019-11-03,$6,$0,$6,$15,$5,0
wedding layflat photo albums,books,2019-11-04,"$6,732","$6,287",$445,"$2,387",$351,32
holiday cards,cards,2019-11-04,"$6,515","$5,894",$621,"$1,768",$608,113
hardcover photo books,books,2019-11-04,"$4,715","$4,166",$550,"$1,045",$487,57
layflat photo albums,books,2019-11-04,"$2,438","$2,300",$138,$905,$132,13
everyday print set,prints,2019-11-04,"$2,417","$1,857",$559,$436,$364,123
everyday photo books,books,2019-11-04,"$1,589","$1,364",$225,$500,$105,30
baby book,books,2019-11-04,"$1,430","$1,232",$198,$590,$242,27
thank you cards,cards,2019-11-04,"$1,082",$957,$125,$424,$132,17
large format prints,prints,2019-11-04,$893,$723,$169,$209,$147,28
softcover photo books,books,2019-11-04,$838,$644,$194,$250,$124,28
gallery frames,frames,2019-11-04,$826,$715,$111,$300,$76,5
baby board book,books,2019-11-04,$805,$664,$141,$350,$99,25
wedding guest books,books,2019-11-04,$632,$579,$53,$209,$37,5
color series photo book,books,2019-11-04,$484,$367,$116,$97,$86,18
brass easel calendars,calendars,2019-11-04,$467,$385,$81,$165,$56,12
calendar refills,calendars,2019-11-04,$439,$347,$92,$114,$54,19
design your own cards,cards,2019-11-04,$419,$355,$64,$115,$46,13
modern metal frames,frames,2019-11-04,$336,$291,$44,$138,$45,7
wedding album design service fee,books,2019-11-04,$320,$320,$0,$205,$0,7
brass & wood display box,photo holders,2019-11-04,$307,$270,$37,$163,$42,5
float frames,frames,2019-11-04,$228,$205,$23,$85,$19,2
metal tabletop frames,frames,2019-11-04,$222,$192,$30,$49,$32,5
save the dates,cards,2019-11-04,$183,$171,$12,$58,$5,1
deep set frames,frames,2019-11-04,$183,$162,$21,$74,$29,2
framed canvas,frames,2019-11-04,$166,$144,$21,$72,$13,2
wood calendars,calendars,2019-11-04,$122,$83,$39,$25,$18,5
walnut wood calendars,calendars,2019-11-04,$113,$98,$15,$27,$10,4
wedding guest book set,books,2019-11-04,$107,$98,$9,$38,$4,1
wedding invitations,cards,2019-11-04,$105,$85,$20,$24,$8,1
signature prints,prints,2019-11-04,$89,$72,$17,$26,$18,4
wooden photo ledge,photo holders,2019-11-04,$77,$69,$7,$21,$11,2
wood block and prints,photo holders,2019-11-04,$74,$58,$16,$21,$14,6
solidwool calendars,calendars,2019-11-04,$47,$38,$8,$18,$8,2
rsvp cards,cards,2019-11-04,$35,$28,$7,$8,$3,1
baby book refill pack,books,2019-11-04,$33,$27,$6,$9,$6,4
wood block refill packs,photo holders,2019-11-04,$27,$20,$6,$5,$4,3
walnut print block,photo holders,2019-11-04,$26,$22,$4,$7,$3,2
holiday envelope seals,cards,2019-11-04,$23,$18,$5,$3,$3,2
birth announcements,cards,2019-11-04,$18,$16,$2,$3,$2,1
wedding sample kit,cards,2019-11-04,$4,$0,$4,$15,$3,1
dust jacket refill,books,2019-11-04,$0,$0,$0,$12,$4,0
holiday cards,cards,2019-11-05,"$5,664","$5,188",$476,"$1,652",$456,80
wedding layflat photo albums,books,2019-11-05,"$4,761","$4,442",$319,"$1,734",$313,23
hardcover photo books,books,2019-11-05,"$4,758","$4,274",$484,"$1,091",$599,53
layflat photo albums,books,2019-11-05,"$3,263","$3,031",$232,"$1,114",$191,17
everyday print set,prints,2019-11-05,"$2,282","$1,701",$581,$393,$330,116
large format prints,prints,2019-11-05,"$1,477","$1,255",$222,$395,$204,31
thank you cards,cards,2019-11-05,"$1,384","$1,263",$122,$360,$95,20
baby book,books,2019-11-05,"$1,211","$1,069",$142,$491,$190,22
gallery frames,frames,2019-11-05,"$1,064",$976,$88,$492,$93,8
everyday photo books,books,2019-11-05,"$1,062",$860,$202,$346,$125,23
softcover photo books,books,2019-11-05,"$1,031",$875,$156,$319,$83,28
color series photo book,books,2019-11-05,$689,$556,$132,$145,$101,17
wedding guest books,books,2019-11-05,$646,$577,$68,$210,$47,5
modern metal frames,frames,2019-11-05,$548,$479,$68,$211,$56,4
brass easel calendars,calendars,2019-11-05,$526,$432,$93,$182,$63,12
baby board book,books,2019-11-05,$466,$361,$105,$229,$74,21
design your own cards,cards,2019-11-05,$390,$338,$51,$127,$53,10
framed canvas,frames,2019-11-05,$332,$278,$53,$127,$30,3
signature prints,prints,2019-11-05,$283,$240,$42,$89,$40,10
calendar refills,calendars,2019-11-05,$271,$190,$82,$53,$46,20
metal tabletop frames,frames,2019-11-05,$271,$227,$44,$91,$42,4
walnut wood calendars,calendars,2019-11-05,$254,$199,$55,$67,$40,10
float frames,frames,2019-11-05,$238,$188,$50,$86,$49,3
birth announcements,cards,2019-11-05,$232,$198,$33,$40,$29,4
wood block and prints,photo holders,2019-11-05,$176,$122,$53,$39,$44,11
save the dates,cards,2019-11-05,$165,$139,$26,$77,$25,5
wedding guest book set,books,2019-11-05,$149,$111,$37,$66,$25,2
wedding album design service fee,books,2019-11-05,$146,$146,$0,$51,$0,3
wood calendars,calendars,2019-11-05,$93,$72,$21,$23,$13,5
baby book refill pack,books,2019-11-05,$66,$58,$8,$17,$14,5
brass & wood display box,photo holders,2019-11-05,$64,$58,$6,$23,$8,2
holiday envelope seals,cards,2019-11-05,$49,$44,$4,$11,$3,4
walnut print block,photo holders,2019-11-05,$48,$41,$7,$10,$10,3
brass easel + prints,photo holders,2019-11-05,$33,$28,$5,$9,$3,1
solidwool calendars,calendars,2019-11-05,$22,$17,$5,$9,$4,1
wood block refill packs,photo holders,2019-11-05,$11,$8,$3,$2,$2,1
dust jacket refill,books,2019-11-05,$11,$8,$3,$2,$4,1
wooden photo ledge,photo holders,2019-11-05,$7,$9,-$3,$37,$23,1
wedding sample kit,cards,2019-11-05,$2,$0,$2,$5,$2,0
holiday cards,cards,2019-11-06,"$7,921","$7,285",$637,"$2,195",$557,107
hardcover photo books,books,2019-11-06,"$5,355","$4,781",$573,"$1,238",$668,57
wedding layflat photo albums,books,2019-11-06,"$4,928","$4,620",$307,"$1,657",$275,22
layflat photo albums,books,2019-11-06,"$3,819","$3,532",$287,"$1,470",$257,24
everyday print set,prints,2019-11-06,"$2,411","$1,930",$481,$444,$316,103
baby book,books,2019-11-06,"$1,266","$1,111",$155,$472,$177,24
everyday photo books,books,2019-11-06,"$1,093",$905,$187,$349,$115,23
large format prints,prints,2019-11-06,"$1,064",$894,$170,$265,$158,28
wedding guest books,books,2019-11-06,"$1,022",$912,$109,$342,$67,9
thank you cards,cards,2019-11-06,$974,$878,$96,$268,$101,16
color series photo book,books,2019-11-06,$719,$581,$138,$145,$93,23
gallery frames,frames,2019-11-06,$710,$615,$95,$301,$110,9
modern metal frames,frames,2019-11-06,$658,$557,$100,$265,$70,4
softcover photo books,books,2019-11-06,$645,$461,$183,$224,$154,30
baby board book,books,2019-11-06,$588,$449,$139,$224,$74,22
birth announcements,cards,2019-11-06,$487,$436,$50,$91,$37,9
calendar refills,calendars,2019-11-06,$474,$397,$78,$117,$47,20
save the dates,cards,2019-11-06,$461,$430,$31,$104,$27,6
walnut wood calendars,calendars,2019-11-06,$415,$337,$79,$101,$50,13
design your own cards,cards,2019-11-06,$402,$326,$76,$118,$49,12
deep set frames,frames,2019-11-06,$387,$333,$53,$173,$119,3
wedding album design service fee,books,2019-11-06,$384,$384,$0,$154,$0,7
metal tabletop frames,frames,2019-11-06,$367,$320,$46,$130,$49,6
brass easel calendars,calendars,2019-11-06,$336,$287,$49,$122,$32,8
float frames,frames,2019-11-06,$234,$203,$30,$111,$30,3
wood calendars,calendars,2019-11-06,$189,$149,$40,$54,$24,10
wooden photo ledge,photo holders,2019-11-06,$126,$114,$11,$33,$9,2
brass & wood display box,photo holders,2019-11-06,$99,$81,$18,$74,$51,3
holiday envelope seals,cards,2019-11-06,$78,$73,$5,$18,$5,2
brass easel + prints,photo holders,2019-11-06,$64,$51,$13,$26,$14,2
walnut print block,photo holders,2019-11-06,$57,$45,$12,$16,$17,2
wood block and prints,photo holders,2019-11-06,$54,$40,$14,$18,$12,4
signature prints,prints,2019-11-06,$52,$45,$6,$21,$12,1
wooden tabletop frames,frames,2019-11-06,$37,$30,$7,$13,$6,1
wood block refill packs,photo holders,2019-11-06,$11,$8,$3,$2,$2,1
baby book refill pack,books,2019-11-06,$9,$8,$1,$4,$8,1
dust jacket refill,books,2019-11-06,$8,$8,$0,$5,$4,2
wedding sample kit,cards,2019-11-06,$4,$0,$4,$15,$3,0
holiday cards,cards,2019-11-07,"$14,350","$12,890","$1,460","$3,729","$1,307",236
wedding layflat photo albums,books,2019-11-07,"$5,679","$5,269",$409,"$1,895",$399,31
layflat photo albums,books,2019-11-07,"$5,149","$4,825",$324,"$1,478",$259,27
everyday print set,prints,2019-11-07,"$2,293","$1,805",$488,$425,$316,120
hardcover photo books,books,2019-11-07,"$2,234","$1,943",$291,$601,$298,32
everyday photo books,books,2019-11-07,"$1,412","$1,155",$256,$399,$171,25
baby book,books,2019-11-07,$970,$849,$121,$393,$169,17
softcover photo books,books,2019-11-07,$810,$651,$159,$277,$124,27
gallery frames,frames,2019-11-07,$727,$631,$96,$328,$102,8
wedding guest books,books,2019-11-07,$683,$580,$103,$219,$68,5
thank you cards,cards,2019-11-07,$614,$568,$45,$180,$48,9
design your own cards,cards,2019-11-07,$566,$482,$84,$168,$59,15
large format prints,prints,2019-11-07,$559,$436,$123,$161,$84,23
brass easel calendars,calendars,2019-11-07,$497,$427,$69,$212,$54,10
color series photo book,books,2019-11-07,$461,$377,$84,$89,$55,18
baby board book,books,2019-11-07,$459,$370,$89,$183,$53,20
metal tabletop frames,frames,2019-11-07,$457,$400,$57,$80,$53,9
calendar refills,calendars,2019-11-07,$432,$322,$110,$100,$91,25
float frames,frames,2019-11-07,$281,$242,$39,$121,$43,6
signature prints,prints,2019-11-07,$271,$236,$36,$89,$42,7
wooden photo ledge,photo holders,2019-11-07,$208,$187,$21,$53,$24,4
brass easel + prints,photo holders,2019-11-07,$163,$138,$25,$44,$14,2
brass & wood display box,photo holders,2019-11-07,$162,$144,$18,$63,$20,4
wood block and prints,photo holders,2019-11-07,$149,$112,$37,$36,$22,9
framed canvas,frames,2019-11-07,$138,$120,$17,$60,$20,2
save the dates,cards,2019-11-07,$129,$119,$10,$33,$5,1
deep set frames,frames,2019-11-07,$112,$96,$16,$43,$12,2
wooden tabletop frames,frames,2019-11-07,$108,$89,$19,$40,$16,3
wood calendars,calendars,2019-11-07,$102,$80,$22,$27,$10,5
walnut wood calendars,calendars,2019-11-07,$89,$74,$15,$26,$15,4
wedding guest book set,books,2019-11-07,$82,$75,$7,$36,$5,1
modern metal frames,frames,2019-11-07,$77,$64,$13,$29,$12,2
walnut print block,photo holders,2019-11-07,$76,$59,$17,$16,$14,5
solidwool calendars,calendars,2019-11-07,$68,$60,$7,$27,$3,1
wedding album design service fee,books,2019-11-07,$60,$60,$0,$51,$0,1
cork and brass,photo holders,2019-11-07,$46,$39,$7,$17,$4,2
baby book refill pack,books,2019-11-07,$34,$28,$6,$9,$8,3
gathering invitations,cards,2019-11-07,$30,$19,$11,$3,$8,1
holiday envelope seals,cards,2019-11-07,$27,$24,$2,$4,$2,4
wood block refill packs,photo holders,2019-11-07,$19,$15,$4,$4,$2,1
stationery card set,cards,2019-11-07,$19,$15,$4,$5,$2,1
wedding invitations,cards,2019-11-07,$17,$13,$4,$2,$2,1
wedding sample kit,cards,2019-11-07,$2,$0,$2,$5,$2,0
birth announcements,cards,2019-11-07,$0,$0,$0,$13,$5,0
wedding layflat photo albums,books,2019-11-08,"$4,488","$4,189",$298,"$1,364",$221,22
holiday cards,cards,2019-11-08,"$3,276","$3,005",$271,$999,$306,48
hardcover photo books,books,2019-11-08,"$3,104","$2,734",$370,$672,$327,45
layflat photo albums,books,2019-11-08,"$2,492","$2,279",$212,$830,$150,14
everyday print set,prints,2019-11-08,"$1,918","$1,472",$445,$355,$271,94
everyday photo books,books,2019-11-08,"$1,894","$1,665",$229,$560,$108,31
softcover photo books,books,2019-11-08,"$1,389","$1,249",$140,$485,$95,17
calendar refills,calendars,2019-11-08,"$1,242","$1,103",$140,$426,$111,22
baby book,books,2019-11-08,$803,$705,$97,$315,$94,13
thank you cards,cards,2019-11-08,$632,$558,$74,$188,$64,12
large format prints,prints,2019-11-08,$548,$448,$100,$153,$101,17
wedding guest books,books,2019-11-08,$433,$354,$78,$149,$54,4
color series photo book,books,2019-11-08,$393,$321,$72,$81,$61,13
float frames,frames,2019-11-08,$393,$347,$46,$155,$51,5
gallery frames,frames,2019-11-08,$335,$272,$63,$120,$58,5
baby board book,books,2019-11-08,$314,$243,$71,$132,$75,16
brass easel calendars,calendars,2019-11-08,$267,$223,$44,$90,$26,8
metal tabletop frames,frames,2019-11-08,$261,$216,$44,$64,$40,5
framed canvas,frames,2019-11-08,$210,$189,$21,$88,$26,2
wedding album design service fee,books,2019-11-08,$179,$179,$0,$102,$0,3
walnut wood calendars,calendars,2019-11-08,$156,$129,$27,$38,$20,6
wooden tabletop frames,frames,2019-11-08,$147,$128,$19,$50,$15,3
birth announcements,cards,2019-11-08,$146,$130,$15,$29,$13,3
modern metal frames,frames,2019-11-08,$136,$107,$29,$47,$9,2
brass & wood display box,photo holders,2019-11-08,$132,$115,$17,$56,$20,4
wood calendars,calendars,2019-11-08,$94,$74,$19,$23,$11,6
design your own cards,cards,2019-11-08,$81,$68,$13,$41,$41,3
wood block and prints,photo holders,2019-11-08,$58,$39,$19,$12,$11,4
signature prints,prints,2019-11-08,$56,$45,$10,$21,$10,2
wooden photo ledge,photo holders,2019-11-08,$43,$35,$8,$11,$17,1
deep set frames,frames,2019-11-08,$42,$35,$7,$14,$6,1
wooden box,photo holders,2019-11-08,$29,$26,$2,$11,$3,1
baby book refill pack,books,2019-11-08,$23,$19,$3,$6,$6,3
walnut print block,photo holders,2019-11-08,$13,$9,$4,$3,$2,1
wood block refill packs,photo holders,2019-11-08,$9,$8,$1,$2,$0,1
holiday envelope seals,cards,2019-11-08,$6,$5,$1,$1,$1,1
wedding sample kit,cards,2019-11-08,$4,$0,$4,$10,$3,0
save the dates,cards,2019-11-08,-$1,$4,-$4,$59,$22,1
hardcover photo books,books,2019-11-09,"$7,046","$6,359",$687,"$1,506",$552,69
wedding layflat photo albums,books,2019-11-09,"$5,610","$5,209",$401,"$1,732",$279,28
holiday cards,cards,2019-11-09,"$4,013","$3,680",$333,$880,$285,57
layflat photo albums,books,2019-11-09,"$3,774","$3,535",$239,"$1,265",$180,21
everyday print set,prints,2019-11-09,"$2,053","$1,622",$431,$380,$266,104
softcover photo books,books,2019-11-09,"$2,035","$1,794",$241,$782,$177,32
everyday photo books,books,2019-11-09,"$1,682","$1,471",$211,$495,$148,28
baby book,books,2019-11-09,"$1,172","$1,037",$135,$452,$99,20
gallery frames,frames,2019-11-09,$961,$860,$101,$407,$117,8
calendar refills,calendars,2019-11-09,$818,$653,$166,$212,$126,27
color series photo book,books,2019-11-09,$649,$527,$121,$141,$98,20
wedding guest books,books,2019-11-09,$616,$572,$44,$223,$27,5
design your own cards,cards,2019-11-09,$596,$507,$89,$216,$64,15
metal tabletop frames,frames,2019-11-09,$575,$491,$83,$140,$86,6
large format prints,prints,2019-11-09,$563,$469,$95,$133,$55,20
thank you cards,cards,2019-11-09,$469,$415,$53,$107,$38,7
baby board book,books,2019-11-09,$404,$321,$83,$160,$60,17
modern metal frames,frames,2019-11-09,$301,$263,$38,$114,$43,4
signature prints,prints,2019-11-09,$239,$200,$40,$78,$38,10
brass easel calendars,calendars,2019-11-09,$238,$186,$52,$88,$30,8
brass & wood display box,photo holders,2019-11-09,$230,$204,$26,$103,$14,8
wedding album design service fee,books,2019-11-09,$226,$226,$0,$128,$0,4
wooden tabletop frames,frames,2019-11-09,$226,$187,$38,$100,$60,5
save the dates,cards,2019-11-09,$192,$176,$16,$54,$12,3
wooden photo ledge,photo holders,2019-11-09,$189,$168,$21,$50,$14,4
wood calendars,calendars,2019-11-09,$185,$160,$24,$50,$27,5
birth announcements,cards,2019-11-09,$153,$141,$11,$24,$13,2
float frames,frames,2019-11-09,$136,$119,$17,$49,$16,2
deep set frames,frames,2019-11-09,$114,$104,$10,$48,$9,1
walnut wood calendars,calendars,2019-11-09,$106,$88,$18,$25,$12,4
